('A股历史上的底部：股价底，经济底，估值底 那个先来？$跃岭股份 sz002725$$保利地产 sh600048$$海南瑞泽 sz002596$ 杨超分析的...', '2018-07-24 08:29:18')
('发布了头条文章：《获机构重筹狂砸：保利地产 跃岭股份 顺鑫农业 健康元》 $保利地产 sh600048$ $跃岭股份 sz002725$ $顺鑫农业 sz000860$ $健康元 sh600380$ \ue627 资金流向 \ue627 微博股票 \ue627 新浪理财师 \ue627 股票推荐 |获机构重筹...', '2018-06-20 09:27:52')
('发布了头条文章：《这类超跌潜在牛股起爆在即！（附股票池）》 板哥股票池（不构成操作建议，仅供参考）：股权转让：$红宇新材 sz300345$ ；毛衣战：$跃岭股份 sz002725$ ；填权：$超频三 sz300647$ 。 |这类超跌潜...', '2018-06-20 09:07:39')
('今天的行情 买啥啥涨停 可喜可贺啊 明天悬了 跌怕了$怡达股份 sz300721$ $金奥博 sz002917$ $跃岭股份 sz002725$ $宁德时代 sz300750$ $泰合健康 sz000790$ $超频三 sz300647$ $宏辉果蔬 sh603336$ $泰永长征 sz002927$', '2018-06-20 08:32:01')
('从周三的盘面，可以梳理出五条主线的反弹急先锋。首先，上升趋势保持完美的趋势股。如泰格医药、顺鑫农业、正海生物等。其次，中期业绩预增股，如神马股份、中海达、濮耐股份、名家汇等。再次，次新开板，如深信服、福达合金等。还有，高送转填权股，如八一钢铁、超频三、跃岭股份、泰永长征、友讯 ...展开全文c', '2018-06-20 07:58:16')
('【“物极必反”静待反弹来袭】#微博时评团##V影响力峰会# $跃岭股份 sz002725$ $蓝晓科技 sz300487$沪深两市昨日在内外因素的压力下，展开了近期少有的暴跌模式，但更多的是恐慌情绪导致的羊群踩踏效应。针对此时行情的连续暴跌，大家应坚信一条哲理“物极必反，否极泰来”。从做反弹的技术层面来 ...展开全文c', '2018-06-20 07:43:05')
('昨晚23：51群里推荐包赚包涨停票节目里推荐了002725，给了买价11.10卖价12.26～12.78～13.09！等跌买！等涨停！今天9：30开盘后，群里按计划10.72吃饱满仓！收盘涨停！12.21！群里4小时获利13.89%！坐等12.26～12.78～13. 09抛光！$跃岭股份 sz002725$', '2018-06-20 07:42:12')
('晚上好。昨天“股筋经”给了四个重点留意的标的，分别是世名科技、金澳博、跃岭股份、晓程科技，这四个股今天借着盘面反弹，表现都不错。而今天也成功抓住跃岭股份，浮盈一口大肉。所以复盘+计划是很重要的，在瞬息万变的市场，提前做好准备总是会先人一步。今天的复盘和明日重点留意的个股晚点发到“ ...展开全文c', '2018-06-20 07:40:48')
('前天选的远望谷和昨晚选的跃岭股份都涨停了，最近行情一般，昨晚只选了这一个。大盘还是弱势，所以操作都是超短，保守操作。', '2018-06-20 06:13:27')
('收盘了，终于A股给了天笑脸。近期总体行情不好，但是这些天干的路畅科技、远望谷、跃岭股份都给了大肉，这里体现出择股比择大环境更重要，但是比择股更重要的是手上的资金和仓位要保持合适的位置。近期的大跌+反弹，包括这几天的局部赚钱机会，都再次反应了作为小散，保证资金的活性是很重要的，因为 ...展开全文c', '2018-06-20 06:01:27')
('发布了头条文章：《N字反包涨停个股：跃岭股份、猛狮科技、红宇新材、远望谷》 $上证指数 sh000001$ $工业富联 sh601138$ $中兴通讯 sz000063$ |N字反包涨...', '2018-06-20 05:01:23')
('就知道这两个会涨停 本来想等降到预设买入点 福达合金没给机会 因为昨天近跌停割肉的 不低下来很难去吃回头草 好在跃岭股份横了会盘 虽然没买在低点还是买入了 涨停一半靠运气 不知明天行情怎样 市场跟耍猴一样 |苏州·吴中...', '2018-06-20 03:48:36')
('昨天建仓002725跃岭股份后一路逆市拉升至涨停，仅两个交易日，今天又收获一个涨停板我们止盈15%出局！如何成功抄到底，带你实盘跟上亲身体验一把。', '2018-06-20 03:40:20')
('收盘解票，带成本私信留言。$上证指数 sh000001$ $创业板指 sz399006$$跃岭股份 sz002725$ $工业富联 sh601138$', '2018-06-20 03:28:51')
('回复@零下e度吃鱼:恭鼓！机会出来时要敢于下手，一旦买对股，亏的钱就回来了。//@零下e度吃鱼:我的泰永长征板了，今早买的跃岭股份也板了，昨天亏的今天全都都赚回来还赢了好多', '2018-06-20 01:47:06')
('$中大力德 sz002896$ 和$中海达 sz300177$ 也板了，真的是涨停潮。涨停一个接一个……这个就是暴跌后的强势个股报复性反弹行情。', '2018-06-20 03:21:03')
('收盘，股友们，昨日文博就说过经过持续的杀跌，反弹也将一触即发，今日早盘股探底之后，特别是中午临近收盘创业板等开始直线的拉升，这样的拉升使得场外资金开始流入，特别是午后超频三从跌停发到涨停，抄底的股友一天就收获20%说明涨的时候也是很疯狂的，大家把握好这三天超跌反弹的机会，直播明天见 ...展开全文c', '2018-06-20 03:07:05')
('股市里900%MACD赚钱口诀：“正区死叉”，看跌；负区死叉”，看涨$宏辉果蔬 sh603336$ $莱茵体育 sz000558$ $跃岭股份 sz002725$ $阿科力 sh603722$ 宿栩碧4106...', '2018-06-20 03:03:34')
('金牌讲师：股友们，打开账户，明天三成仓买进芯片概念股龙头 $阿石创 sz300706$ ，此股近期逆势的走强，而且底部的量能不错，加之填权龙头超频三及跃岭股份持续的涨停板，这都有望刺激此股走强，建议大家注意把握好46附近的潜伏机会，特别是长期关注的股友，记得跟上点评节奏！ #牛股推荐# #股票#', '2018-06-20 03:02:14')
('股友们，马上半仓买进芯片概念股龙头阿石创300706，此股近期逆势的走强，而且底部的量能不错，加之填权龙头超频三及跃岭股份持续的涨停板，这都有望刺激此股走强，建议大家注意把握好46附近的潜伏机会，', '2018-06-20 02:57:25')
('到现在都没有突破盘口定位压力，那么多方就很难真正发力，这是多空盘口博弈对阵点，过不去多方就受阻无法发力，市场多数个股虽然同步反弹但也无法真正释放动能，这就会形成盘口有力无法使的现象，所以很多个股的机构都会保守操作，而不敢贸然进军,目前的关键在于量能！ #跃岭股份 sz002725[股票]# ...展开全文c', '2018-06-20 02:48:16')
('股市永不骗人“内盘外盘”6条黄金口诀，新手牢记，可实现千万梦想$红宇新材 sz300345$ $跃岭股份 sz002725$$万兴科技 sz300624$ $泰永长征 sz002927$ 凌_BLove新...', '2018-06-20 02:47:47')
('精彩回放 : （6月13日 ）08:35 通知会员买入 002725 跃岭股份 今天（6月20日）涨停（截止发稿）,5个交易日上涨15%', '2018-06-20 02:21:14')
('今年行情讲究多重概念叠加，比如现在次新股要叠加填权或者预期高送转概念，低价股侧重中报扭亏、重组预期或者其他题材。比如早盘提示低点两连板的跃岭股份就是叠加品种。', '2018-06-20 02:19:51')
('14:00观察热点和对应龙头股：市场走成蹦极走势，出现地天板，大批超跌股开始反抽，化工、军工少数个股表现。但也别过分激动，下午一度带领人气的深信服，冲板封不住，有长上引坑人的架势。三板及以上：无地天板：超频三 ...展开全文c', '2018-06-20 02:08:33')
('股友们，点赞的气氛要活跃起来了哈，股指开始反弹，接下来的超跌反弹机会是很不错的，从填权概念股超频三及跃岭股份等这两只个股的走势就可以看出来，超频三跌停到冲击涨停板，而跃岭股份则持续的两个涨停板，这样的走势将持续的刺激场外资金进场抢反弹！#今日看盘# $上证指数 sh000001$', '2018-06-20 01:59:58')
('股指开始反弹，接下来的超跌反弹机会是很不错的，从填权概念股超频三及跃岭股份等这两只个股的走势就可以看出来，超频三300647跌停到冲击涨停板，而跃岭股份则持续的两个涨停板，这样的走势将持续的刺激场外资金进场抢反弹！', '2018-06-20 01:59:29')
('MACD背离准确判断买卖点，一买就上涨,赚钱原来这么简单!$宏辉果蔬 sh603336$ $莱茵体育 sz000558$ $跃岭股份 sz002725$ $阿科力 sh603722$ 胡亦彰的秒...', '2018-06-20 01:58:25')
('本人股海一航正式受新浪财经的邀请 已经成功入驻了 股友们 大家可以下载新浪财经APP 在直播搜索栏中 搜索（股海一航）就可以实时关注股海一航实时直播了 老师推荐的 跃岭股份下午成功涨停板了', '2018-06-20 01:55:28')
('#投资达人说# #今日看盘# @微博股票 $亚夏汽车 sz002607$ $京东方Ａ sz000725$ 股友们，点赞的气氛要活跃起来了哈，股指开始反弹，接下来的超跌反弹机会是很不错的，从填权概念股超频三及跃岭股份等这两只个股的走势就可以看出来， 超频三 300647 跌停到冲击涨停板，而跃岭股份 ...展开全文c', '2018-06-20 01:54:46')
('跃岭股份午后也强势涨停了，出乎意料的板，牛逼啊！二连板了，强者恒强！还没出的朋友获利丰厚了，利润进一步扩大，恭喜恭喜了#华谊兄弟 sz300027[股票]# \ue627 今日看盘 #新浪财经# #上证指数 sh000001[股票]# \ue627 今日股市', '2018-06-20 01:53:36')
('跃岭股份午后也强势涨停了，出乎意料的板，牛逼啊！二连板了，强者恒强！还没出的朋友获利丰厚了，利润进一步扩大，恭喜恭喜了@微博股票 #今日看盘# $亚夏汽车 sz002607$ #投资达人说 # $华谊兄弟 sz300027$', '2018-06-20 01:46:38')
('天道今天翻看了市场涨停板的个股，资金积极攻击了两类股一类是反包形态的：$西宁特钢 sh600117$ 、$中钢国际 sz000928$ 、$猛狮科技 sz002684$ 、$中航三鑫 sz002163$ 、$华昌达 sz300278$ 、$通用股份 sh601500$ 、$跃岭股份 sz002725$ 、$森霸传感 sz300701$ 、$泰永长征 sz002927$ 、 ...展开全文c', '2018-06-20 01:44:52')
('夜报有黄金，三板二，$新余国科 sz300722$ $跃岭股份 sz002725$ ，含金量这么高的夜报，还有人没关注？？？', '2018-06-20 01:44:03')
('我们圈内昨天盘中唯一推送的$跃岭股份 sz002725$ 跃岭股份下午2点准时再度封板，走出2天2板的走势。 \ue627 微博股票 \ue627 新浪理财师 #投资达人说[超话#', '2018-06-20 01:43:48')
('跃岭股份（002725），第二根涨停。10.0662万手立即封涨停，不会开啦！大家要多注意个股的优势，不在乎大盘涨涨跌跌，在乎个股的操作与把握。', '2018-06-20 01:43:16')
('这两天没跌的票，今天反弹速度最快， 跃岭股份、森霸传感 就是典型。#重阳股道#', '2018-06-20 01:42:37')
('实盘判断K线压力位和支撑位 结合布林线MACD判断买卖信号$鹏鹞环保 sz300664$ $世名科技 sz300522$ $跃岭股份 sz002725$ $远望谷 sz002161$ 马旷盈的秒...', '2018-06-20 01:28:20')
('下午好，股友们，吃饭回来，我们继续分析，尾盘创业板拉升之后，瞬间红盘的个股多了起来，这样的过程就是这么刺激而又让你不得不耐心。前面也分析了这种资金随意性他不会因为你的意识而改变，提前也说了重点就是观察深创，尤其是创业板节奏，目前创业板直接翻红对于多数个股就会有提振作用。 ...展开全文c', '2018-06-20 01:25:55')
('等待市场自然寻底！+$跃岭股份 sz002725$ |等待市场自...', '2018-06-20 01:08:29')
('早盘的这几个票，都是在走反包。昨天跃岭股份反包示范，没有闷杀，这条路径的个股就多了起来。涨停的几只，都有这个因素。', '2018-06-20 00:50:46')
('跃岭股份可以直接买，仓位不要多#\\$跃岭股份 sz002725$', '2018-06-20 00:33:08')
('明天重点观注；1，贸易战（晓程科技，跃岭股份，友讯达，江丰电子，宏达电子，富满电子，必创科技，聚灿光电）2，次新股（福达合金，深信服，欣锐科技，药明康德，越博动力，天地数码，科沃斯，工业富联，汉嘉设计）', '2018-06-20 00:17:48')
('牛啊，跃岭股份，扭到爆', '2018-06-20 00:04:22')
('我们圈内昨日盘中唯一推送的$跃岭股份 sz002725$ 跃岭股份今天涨了5个多点，加上昨天涨停的，今天收益也有10个点以上了\ue627 今日看盘 \ue627 新浪理财师 #投资达人说[超话#', '2018-06-19 22:54:44')
('等待今天盘口的超跌反弹出现吧，按理说今天盘口会有修复反弹矫正，超卖状态和资金不协调这是市场的一个矛盾点，刚刚老师带领大家在11.6左右波段的卖出昨日抄底的跃岭股份了，这个行情还能逆势的收获近20%，大家难道不应该给老师点赞支持下吗？', '2018-06-19 22:18:33')
('肉夹馍形态大爆发，昨天V群分享的$集泰股份 sz002909$ 成为填权+肉夹馍总龙头，$猛狮科技 sz002684$ 超跌+肉夹馍龙二。这两天虽然大盘在暴跌，但是V群是大丰收，$新余国科 sz300722$ $泰永长征 sz002927$ $友讯达 sz300514$ $阿科力 sh603722$ $跃岭股份 sz002725$ 等等，一堆好股啊……', '2018-06-19 22:18:13')
('芯片今天挺不错的，题材股复苏对市场有着较为积极的作用。其中友讯达直线拉升涨停，而j解盘中分享的捷捷微电今天也表现抢眼！另外，卫士通、富满电子、跃岭股份同样表现不俗。', '2018-06-19 22:02:21')
('#微博股票# #新浪财经# 跃岭股份：游资偏爱，前期连续封板，近期反复上龙虎榜单，踩着五日线，今日有望继续打板。$上证指数 sh000001$', '2018-06-19 21:59:24')
('我们上周持续跟踪推荐的$跃岭股份 sz002725$ ，昨日尾盘强势涨停，今日开盘继续表现，很不错！拉升近4个点了，激进的朋友可以继续关注，稳健的可以逢高止盈了！', '2018-06-19 21:55:44')
('$跃岭股份 sz002725$ 上涨5个点附近全部抛出，持股一天，获利10个点止盈。这股一会还可能会买回来。', '2018-06-19 21:46:46')
('我们上周持续跟踪推荐的跃岭股份，昨日尾盘强势涨停，今日开盘继续表现，很不错！拉升近4个点了，激进的朋友可以继续关注，稳健的可以逢高止盈了！@微博股票 #今日看盘# $亚夏汽车 sz002607$ #投资达人说 # $华谊兄弟 sz300027$', '2018-06-19 21:45:54')
('个人看法 6/20 周三继续等待，易行长接受独家采访，新华社说多方积极信号将支撑A股行稳致远。我们只看行动，等待政策性出利好吧。科技板块中，300139晓程三板，芯片，002725跃岭股份，汽零+芯片，关注大盘企稳后超跌的芯片板块的动作。向大家道歉，这次没有能够提前预判到贸易战的持续升级的杀 ...展开全文c', '2018-06-19 21:41:09')
('指数低开，暂无板块领涨。昨日热点题材中，农业农发种业涨5%、丰乐种业跌2%，芯片晓程科技跌3%，汽车零部件跃岭股份跌1%，新材料蓝晓科技涨4%、阿科力涨7%，股权转让红宇新材跌3%，建材濮耐股份跌2%。赛马海南瑞泽涨1%，无人驾驶星网宇达涨3%。', '2018-06-19 21:34:17')
('发布了头条文章：《大盘形式一目了然：国民技术 跃岭股份 东方财富 乐视网》 \ue627 微博股票 $国民技术 sz300077$ $跃岭股份 sz002725$ $东方财富 sz300059$ $乐视网 sz300104$ |大盘形式一...', '2018-06-19 21:34:13')
('龙头早知道 | 2018-6-20 002725跃岭股份082909集泰股份300315红宇新材 [勾引]《龙头早知道》中的3只龙头个股已经公布，[爱心]我第一时间分享给您。今日龙头股排名不分先后，欢迎添加自选关注，没有策略指导切勿盲目追进。[红包]重点关注昨日带客户建仓的核心票600463空港股份，关注验证实 ...展开全文c', '2018-06-19 21:23:38')
('9：16 日线级别上，昨日市场千股跌停，指数巨阴线，各大指数均呈现破位的态势，均线系统和指数大空头，由于贸易战恶化，昨日美股继续杀跌，jgc并没有有效出来呵护市场，遂今日低开是大概率，低开后还会惯性下探，但下探之后就是机会，大家注意把握好今日2900点内的加仓机会！#跃岭股份 sz002725[股票]#', '2018-06-19 21:16:49')
('【周二热点复盘】贸易战：晓程科技（芯片，两市最近唯一自然三板了）、阿科力、农发种业、丰乐种业、跃岭股份超跌反弹：濮耐股份、集泰股份、猛狮科技\ue627 今日看盘 \ue627 投资达人说 #亚夏汽车 sz002607[股票]# #超频三 sz300647[股票]# @微博股票', '2018-06-19 21:07:40')
('9:00 雅溥直播特点：深谙公募和私募基金以及游资操盘思路特点，独创“跟庄”战法：根据主力吸筹程度精算主力持仓量，并根据战法数据模型测算主力控盘度，评估主力洗盘动能，最后判别洗盘结束时间及个股上涨动能，以此为基轻松享受主力抬轿！股友们，您的支持是雅溥持续更新的动力，每天进来看直播的时 ...展开全文c', '2018-06-19 20:59:04')
('发布了头条文章：《跃岭股份002725：主力资金持续进场，关注这点不再放牛！》\ue627 财经头条文章 \ue627 股票分析 $跃岭股份 sz002725$ 跃岭股份002725：主力资金持续进场，关注这点不再放牛！ |跃岭股份00...', '2018-06-19 20:55:05')
('#跃岭股份 sz002725[股票]#近期压力位在13块一线，上个交易日逆势涨停，是加税到汽车领域的利多，也是资金又强烈的拉涨需求，可以继续看主力拉动的强度和意愿', '2018-06-19 20:38:56')
('发布了头条文章：《 跃岭股份 +爱建集团+银邦股份，后市展望精准预测，散户必看！》$跃岭股份 sz002725$爱建集团 sh600643$银邦股份 sz300337$上证指数 sh000001$ |跃岭股份 +...', '2018-06-19 20:28:40')
('上次跟大家推荐的跃岭，集泰不知道大家还有印象吗？能在这种行情 还能涨停的 确实牛\ue627 雪儿每日看盘 #上证指数sh000001# #创业板指 sz399006[股票]# #跃岭股份 sz002725[股票]# #集泰股份 sz002909[股票]#', '2018-06-19 13:54:10')
('6/19涨停板记录受益于贸易摩擦600313 农发种业、603722 阿科力、000713 丰乐种业其他300139 晓程科技：芯片 ...展开全文c', '2018-06-19 12:37:35')
('金鸿荐股：跃岭股份——现有芯片概念傍身逆市拉升，后有5G概念紧随其后，并且附有送转填权。今日开盘沪指直接跌破3000，各大板块的状况可以用惨不忍睹来形容了，但是早盘有一个板块的是逆市走强的，那就是芯片概念！ 今日头条 网页链接', '2018-06-19 12:28:06')
('发布了头条文章：《跃岭股份(002725)：主力吹响反攻号角，后市有望暴涨拉升！》 $跃岭股份 sz002725$ |跃岭股份(0...', '2018-06-19 11:45:02')
('阿科力（ 603722 ）：华泰台州中心大道及华鑫福清福人大道游资封板晓程科技（ 300139 ）：东兴泉州温陵北路及中信上海分公司游资封板丰乐种业（ 000713 ）：中投杭州环球中心及银河证券荆门游资封板跃岭股份（ 002725 ）：山西北京太平庄及华泰深圳侨香路游资封板', '2018-06-19 11:43:03')
('上修中报 业绩：濮耐股份碳酸锂 +合同：蓝晓科技填权 +有机硅 ：集泰股份填权+汽配 ：跃岭股份股权转让：红宇新材超跌：猛狮科技', '2018-06-19 11:21:03')
('6月19日重点股发布大单流向超短线华体科技、福达合金、欣锐科技、深信服高风险路畅科技、世名科技、中欣氟材、名臣健康、海川智能、万里石、通宇通讯、延华智能、怡达股份、跃岭股份、猛狮科技、农发种业、阿科力、集泰股份、阿石创、新余国科、星网宇达、金奥博、三维丝、宏辉果蔬、远望谷、国民 ...展开全文c', '2018-06-19 10:35:44')
('关注股池新股：药明康德、深信服、汉嘉设计、欣锐科技送转预期+业绩：金奥博、岱勒新材、中大力德、濮耐股份贸易战：晓程科技、跃岭股份、阿科力龙头：亚夏汽车其它：红宇新材、集泰股份、蓝晓科技、远望谷', '2018-06-19 10:25:03')
('发表了博文《明天的反弹写在教科书上，不接受任何反驳》贸易战——农发种业集泰股份跃岭股份阿科力晓程科技丰乐种业|明天的反弹...', '2018-06-19 09:27:46')
('6-19日：上证指数头肩顶模式惊现！下跌第一目标位置是 2780点！建议静待指数回落！#上证指数 sh000001[股票]# $红宇新材 sz300345$ $晓程科技 sz300139$ $猛狮科技 sz002684$ $跃岭股份 sz002725$ 令哥看盘_...', '2018-06-19 07:06:35')
('今天日肉25%左右 的交割单右下角是我雪球号 $蓝晓科技 sz300487$ $汉嘉设计 sz300746$ $跃岭股份 sz002725$ $欣锐科技 sz300745$ $红宇新材 sz300345$ $晓程科技 sz300139$', '2018-06-19 04:21:01')
('$怡达股份 sz300721$可惜了 38以上不知道卖 想什么呢 如38卖了35接回 也是一块大T啊 $阿科力 sh603722$ 上周五做T 今天一字板 意外的收获 $金奥博 sz002917$$跃岭股份 sz002725$说好的“严防股市暴涨暴跌呢”只是一句空话吗 A股跟男足是有一拼', '2018-06-19 04:14:41')
('#跃岭股份 sz002725[股票]# 6月13推荐的涨停了', '2018-06-19 03:55:42')
('英雄榜：蓝晓科技+晓程科技+猛狮科技+跃岭股份（共性都是庄股）今日操作：卖出葛洲坝，上周五参与救市，买回****，明天若涨停将继承任教主之位。', '2018-06-19 03:39:08')
('14只拉板..除去6只一字板的！其中周五说的票！今天有$跃岭股份 sz002725$ $集泰股份 sz002909$ $猛狮科技 sz002684$ $晓程科技 sz300139$这种命中率我觉得还算是对得起粉丝的！', '2018-06-19 03:26:35')
('收盘，A股三大股指今日全线重挫，沪指收盘跌近4%，失守3000点大关，退守至2900点上方。深成指与创业板指跌幅都超过5%。行业板块全线下跌，上千只股票跌停，这样的奇观大家是不是又联想到了股灾的时刻了，不过雅溥早盘抄底的$跃岭股份 sz002725$ 逆势的封板，这走势确实牛逼，好了，今日就这样了，明天 ...展开全文c', '2018-06-19 03:13:47')
('上午手中个股表现强势，以为我们不一样，股灾跟老子一根毛关系都没有，安心睡完午觉一看我们有啥不一样？！手中持仓次新三巨头 ：药明康德、深信服较为抗跌、科沃斯杀到新低有点出乎意料，锂电新宙邦表现稳健。芯片板块 晓程科技三板，跃岭股份首板，阿石创 国民技术红盘，是否预示 反弹 ...展开全文c', '2018-06-19 03:10:35')
('牛逼啊！ $跃岭股份 sz002725$ 尾盘涨停，这样的行情还能走出涨停板，强者恒强，该股是我们上周持续跟踪的。吊炸天了', '2018-06-19 03:00:57')
('圈内早盘唯一提示的股票，$跃岭股份 sz002725$ 跃岭股份涨停了,手痒的朋友也是吃到肉！', '2018-06-19 02:56:19')
('佩服这个最后拉涨停的哥们，厉害 $跃岭股份 sz002725$', '2018-06-19 02:53:00')
('14：44 如果后面来个快速拉升，情绪盘口就会发生变化，这些在目前你都是无法左右的，很多个股他们都不是自己想跌停，而是因为机构不敢盲目作为，但场内小散资金情绪稳定不下来，加大了情绪渲染，抛售的人多，买的人少就会出现一边倒的走势，这也是为什么下午出现千股跌停的奇迹现象了。 ...展开全文c', '2018-06-19 02:44:46')
('#华谊兄弟 sz300027[股票]# 今日是比惨的行情，谁亏的少谁赢，惨无人道的市场啊，这种暴跌的杀伤力后遗症很严重的，各种问题都会暴露出来，保护好自己，宁愿错过，不要做错！这样管理的市场，感觉就是管理人口。我们关注的票也仅剩跃岭股份还在挺着了，再这样的行情还能红盘6个点，也难为你了，但也于 ...展开全文c', '2018-06-19 02:40:23')
('刚刚手痒买了$跃岭股份 sz002725$ ，这股明天要亏钱。上涨到8个多点后大幅回跌，再好的股也顶不住大盘啊', '2018-06-19 02:39:43')
('$跃岭股份 sz002725$ 这种行情下，推荐个票，要是涨停的不是很牛X\ue627 证券 \ue627 财经', '2018-06-19 02:26:54')
('发布了头条文章：《跃岭股份002725：炒股是一场修行，修的是我所坚持的思维和方法》 #分析股票# # 股票# $跃岭股份 sz002725$ |跃岭股份00...', '2018-06-19 02:14:38')
('13：46 今年世界杯比赛的结果让人大跌眼界，6.14日俄罗斯踢沙特，俄罗斯是主场，而且实力悬殊，赔率大约是是9:1点几，很多想俄罗斯盈的概率很大，但是买了没啥意思，买100块的就赚十几二十块，会不会来个逆转呢，先小搏一点沙特吧，结果俄罗斯比沙特5:0，这时候人们都想实力差距就是实力差距，臆想有时 ...展开全文c', '2018-06-19 01:47:09')
('大盘跌破了3000点，CDR就会宣告暂缓，看，今天上午的消息：小咪的首只CDR也暂停上会了！可惜的是，目前已经演变成了股灾5.0！随随便便就是千股跌停！大家注意：目前是股灾，不是普通的下跌行情！创业板跌破了前低点，不过老师抄底的跃岭股份却逆势的冲击涨停板，这走势大家觉得给力吗？#今日看盘# ...展开全文c', '2018-06-19 01:39:00')
('#华谊兄弟 sz300027[股票]# 跃岭股份再一次逆势拉升，7个多点了，强者恒强啊！牛逼！！！早盘还说到的，继续关注。\ue627 今日看盘 #新浪财经# #深证成指 sz399001[股票]# #上证指数 sh000001[股票]#', '2018-06-19 01:26:47')
('翻山越岭 曙光就在前方$跃岭股份 sz002725$ $蓝晓科技 sz300487$ #今日看盘#', '2018-06-18 23:58:48')
('发布了头条文章：《重磅消息：阿石创+跃岭股份+青岛金王，本周操作策略解读》$阿石创 sz300706$ +$跃岭股份 sz002725$ +$青岛金王 sz002094$ $上证指数 sh000001$ #财经头条文章# $深证成指 sz399001$ |重磅消息：...', '2018-06-18 23:37:29')
('11：29 今天市场这么一杀，就有一大波看空派出现了，希望股友们多些理性，不极度看空也不极度看多，择时而定，市场企稳没企稳，K线走势一目了然，它骗不了人的还有量能，今天一天上证市值就减少了近2万亿，这走势确实够吓人。#跃岭股份 sz002725[股票]#', '2018-06-18 23:29:28')
('10：59 盘口资金目前开始出现流入了额，这是今天上午第一次集体性资金流入的位置，就是整个上午资金一直很分散协调性不好，到了这里开始出现初步资金协调性了，看看后面能否资金面进一步向好，目前已经跌到了2950点区域，大家没有必要在恐慌了吧！#跃岭股份 sz002725[股票]#', '2018-06-18 22:59:42')
